PRICE;MIN_NIGHTS;QTD_VIEWS;REVIEWS_MONTH;CALC_HOST_LISTINGS_COUNT;AVAILABILITY_365;SK_DT_LAST_REVIEW;SK_ANUNCIO;SK_HOST;SK_ROOM_TYPE;SK_LOCALIDADE
65;2;4;2;1;180;23/06/2019;44031;34119;2;131
50;1;10;10;8;273;04/07/2019;46106;35226;2;131
45;1;4;4;1;3;30/06/2019;46361;35597;2;131
50;1;6;6;8;273;06/07/2019;47002;35226;2;131
60;3;0;;6;50;;47378;36345;2;131
60;3;0;;6;41;;47385;36345;2;131
35;9;0;;1;246;;47706;36575;2;131
50;1;6;6;8;288;04/07/2019;47710;35226;2;131
50;1;4;4;8;283;07/07/2019;47751;35226;2;131
66;2;2;2;2;364;05/07/2019;47857;36688;2;131
130;1;0;;1;89;;48088;36867;2;131
50;1;2;2;1;359;06/07/2019;48232;36976;2;131
55;4;0;;6;150;;48414;36345;2;131
66;1;0;;2;365;;48664;36688;2;131
37;1;0;;8;352;;48848;35226;2;131
34;1;0;;8;320;;48849;35226;2;131
35;1;0;;8;341;;48853;35226;2;131
68;1;6;0;1;87;09/10/2018;19196;16181;2;67
68;2;1;0;2;39;19/05/2018;20175;16959;2;67
29;1;81;5;4;192;09/06/2019;30010;21388;2;67
34;1;122;8;4;5;28/06/2019;30581;21388;2;67
50;1;6;1;1;0;21/01/2019;36971;29619;2;67
80;2;7;2;1;70;03/06/2019;42276;33016;2;67
70;30;25;0;1;324;31/05/2019;79;73;2;33
85;2;270;3;2;306;07/07/2019;748;630;2;33
75;2;251;3;2;317;07/07/2019;1220;630;2;33
79;2;61;1;1;353;20/05/2019;2555;2210;2;33
75;2;25;0;1;365;28/10/2018;2816;2430;2;33
55;1;1;0;1;0;05/09/2015;4257;3696;2;33
50;5;3;0;1;0;07/08/2015;5190;4501;2;33
39;30;9;0;18;318;14/05/2019;5249;1438;2;33
100;1;0;;1;0;;5820;5021;2;33
30;5;2;0;2;0;29/12/2017;6353;5474;2;33
35;5;9;0;2;0;30/12/2018;6357;5474;2;33
90;1;27;1;2;365;22/10/2018;7174;6194;2;33
38;5;13;0;1;0;18/12/2018;7277;6281;2;33
37;1;0;;1;0;;7685;6612;2;33
50;2;16;0;2;0;17/04/2017;8851;7610;2;33
75;7;1;0;1;364;19/03/2017;10653;9181;2;33
132;1;0;;1;0;;10657;9184;2;33
50;1;3;0;3;65;08/06/2016;11114;9584;2;33
170;1;1;0;3;90;08/06/2016;11443;9584;2;33
70;3;138;3;1;54;20/06/2019;11497;9911;2;33
155;2;14;0;3;90;29/04/2018;12137;9584;2;33
50;1;0;;1;0;;13968;11995;2;33
55;1;54;1;1;297;21/06/2019;13985;12009;2;33
50;4;49;1;2;211;08/05/2019;14142;12150;2;33
86;2;4;0;1;365;01/01/2019;14896;12757;2;33
70;5;9;0;2;138;22/06/2019;16256;12150;2;33
80;14;0;;1;0;;16374;13915;2;33
65;1;18;1;1;278;12/05/2018;16989;14409;2;33
55;1;251;9;2;31;23/06/2019;17773;15071;2;33
30;7;1;0;1;0;01/12/2016;18503;15669;2;33
105;2;9;0;2;0;14/08/2017;18709;7610;2;33
85;1;42;1;1;364;28/06/2019;19257;16220;2;33
40;1;7;0;1;0;27/05/2017;19740;16606;2;33
45;2;36;1;1;52;26/06/2019;19912;16751;2;33
75;3;9;0;2;7;26/08/2018;20003;16824;2;33
100;3;0;;1;90;;20897;17546;2;33
34;3;1;0;1;0;18/01/2017;21060;17682;2;33
35;1;0;;1;0;;22059;18462;2;33
40;31;2;0;18;362;12/05/2019;22583;1438;2;33
45;2;30;1;2;242;01/01/2019;22860;19094;2;33
55;2;3;0;1;0;28/05/2017;23122;19300;2;33
80;2;11;0;1;10;04/11/2018;23732;19790;2;33
80;2;2;0;1;0;23/07/2017;24027;20041;2;33
59;1;0;;1;0;;24114;20112;2;33
40;10;1;0;1;0;02/12/2018;25153;20954;2;33
35;7;2;0;1;0;03/09/2017;25526;21248;2;33
65;1;133;9;1;7;29/06/2019;27037;22379;2;33
40;1;22;1;3;332;15/03/2019;27420;22680;2;33
55;1;0;;1;0;;28480;23532;2;33
425;1;11;1;2;0;01/03/2018;28485;23536;2;33
475;1;7;0;2;0;01/03/2018;29018;23536;2;33
75;1;37;2;3;344;30/06/2019;29083;24019;2;33
30;5;7;0;1;0;12/02/2019;29316;24196;2;33
40;1;7;0;1;0;21/09/2018;29662;24465;2;33
60;1;123;7;1;105;03/07/2019;29716;24501;2;33
49;4;5;0;1;87;03/01/2019;30020;24739;2;33
46;1;2;0;1;96;22/04/2019;30108;24810;2;33
70;1;2;0;1;0;18/06/2018;30197;24877;2;33
65;3;23;1;1;354;22/05/2019;30796;25314;2;33
41;30;1;0;37;1;16/09/2018;31064;9612;2;33
60;2;6;0;1;0;02/06/2019;31456;25805;2;33
55;1;25;2;3;332;17/06/2019;31674;24019;2;33
46;1;2;0;1;0;19/06/2019;31756;26010;2;33
40;1;7;0;1;0;15/06/2018;31955;26168;2;33
100;2;0;;1;0;;32300;26431;2;33
80;1;3;0;1;89;26/10/2018;32303;26434;2;33
60;3;3;0;1;0;27/08/2018;32539;26609;2;33
50;1;57;4;2;295;23/06/2019;32605;9963;2;33
60;1;19;2;2;34;23/06/2019;33203;23707;2;33
50;1;10;1;3;328;27/05/2019;33244;22680;2;33
32;2;16;1;3;365;23/12/2018;33251;22680;2;33
33;30;1;0;103;269;25/01/2019;33473;26735;2;33
48;30;0;;103;238;;33628;26735;2;33
39;30;0;;103;0;;33686;26735;2;33
33;37;1;0;37;39;15/12/2018;33859;9612;2;33
39;30;3;0;37;32;01/07/2019;33976;9612;2;33
40;30;3;0;15;0;25/02/2019;33977;27630;2;33
35;29;0;;37;30;;34135;9612;2;33
45;30;5;1;37;1;30/04/2019;34191;9612;2;33
40;30;2;0;103;216;14/04/2019;34452;26735;2;33
35;30;2;1;15;5;27/04/2019;34593;27630;2;33
51;3;38;4;3;146;02/07/2019;34731;22092;2;33
86;1;12;1;1;0;04/02/2019;34781;28125;2;33
33;30;1;0;103;246;15/02/2019;34922;26735;2;33
58;2;32;3;5;88;24/06/2019;34931;28224;2;33
57;2;21;2;5;125;02/06/2019;34932;28224;2;33
53;2;23;2;5;156;10/06/2019;34989;28224;2;33
83;2;0;;1;126;;35159;28374;2;33
38;30;0;;103;0;;35186;26735;2;33
40;28;2;0;7;0;05/05/2019;35220;28140;2;33
45;4;4;0;1;0;14/12/2018;35360;28514;2;33
43;30;2;0;37;0;14/01/2019;35483;9612;2;33
50;30;2;0;103;269;11/05/2019;35871;26735;2;33
45;1;53;5;1;45;02/06/2019;35883;28884;2;33
47;30;0;;37;1;;35921;9612;2;33
35;2;21;2;1;16;02/07/2019;35962;28939;2;33
55;30;2;0;37;1;30/04/2019;36310;9612;2;33
35;30;2;0;15;0;30/04/2019;36383;27630;2;33
100;1;4;0;1;0;09/11/2018;36468;29275;2;33
90;1;2;1;2;173;18/05/2019;36532;6194;2;33
53;2;33;4;5;157;19/06/2019;36584;28224;2;33
31;1;1;0;1;0;14/10/2018;36596;29360;2;33
50;2;14;2;1;308;26/05/2019;36728;29444;2;33
38;30;0;;103;249;;37257;26735;2;33
60;1;0;;1;87;;37576;30052;2;33
70;4;34;4;1;34;28/06/2019;37669;30117;2;33
30;29;1;0;5;1;01/04/2019;37773;28296;2;33
40;30;0;;103;93;;37800;26735;2;33
32;28;3;0;15;0;01/06/2019;37820;27630;2;33
49;30;3;0;103;195;31/05/2019;38273;26735;2;33
50;30;0;;103;235;;38517;26735;2;33
42;30;1;1;103;235;01/06/2019;38623;26735;2;33
62;30;2;0;103;269;31/01/2019;38732;26735;2;33
42;30;0;;103;219;;38839;26735;2;33
28;28;0;;15;0;;38928;27630;2;33
99;2;10;2;1;5;09/05/2019;39051;30977;2;33
32;30;2;0;15;38;29/03/2019;39071;27630;2;33
55;3;20;3;1;44;03/07/2019;39191;31081;2;33
61;30;2;1;103;230;31/05/2019;39346;26735;2;33
40;30;1;0;103;247;25/03/2019;39475;26735;2;33
35;30;2;1;15;7;01/06/2019;39483;27630;2;33
33;30;3;1;103;236;15/06/2019;39569;26735;2;33
40;30;0;;15;22;;39892;27630;2;33
70;30;0;;103;269;;40165;26735;2;33
60;30;1;0;103;209;19/03/2019;40188;26735;2;33
61;30;0;;103;123;;40324;26735;2;33
56;2;9;3;1;4;28/06/2019;40564;31998;2;33
49;30;0;;103;247;;40675;26735;2;33
41;30;0;;103;215;;40752;26735;2;33
38;30;0;;103;244;;40876;26735;2;33
40;30;1;0;15;1;16/03/2019;40926;27630;2;33
40;30;1;0;15;44;03/03/2019;40930;27630;2;33
75;1;0;;1;138;;41007;32273;2;33
70;1;0;;1;5;;41018;32279;2;33
120;2;0;;1;365;;41148;32375;2;33
51;30;1;1;103;239;18/05/2019;41396;26735;2;33
120;2;0;;1;363;;41451;32535;2;33
41;30;0;;103;230;;41517;26735;2;33
35;30;0;;15;61;;41703;27630;2;33
43;30;0;;103;215;;41919;26735;2;33
50;30;0;;103;94;;42022;26735;2;33
50;7;4;2;1;225;27/05/2019;42504;33164;2;33
50;2;1;1;2;262;11/05/2019;42662;19094;2;33
55;5;8;3;1;162;28/05/2019;42949;33468;2;33
59;30;0;;103;252;;43676;26735;2;33
44;1;11;8;2;331;01/07/2019;43852;34014;2;33
56;30;0;;103;242;;43877;26735;2;33
85;1;0;;1;3;;44144;34194;2;33
67;30;1;1;103;1;17/05/2019;44245;26735;2;33
59;30;0;;103;247;;44251;26735;2;33
59;30;1;1;103;260;15/06/2019;44253;26735;2;33
60;30;0;;103;215;;44310;26735;2;33
50;2;4;2;2;266;27/06/2019;44311;34294;2;33
50;2;10;5;2;257;02/07/2019;44314;34294;2;33
125;1;0;;1;90;;44333;34308;2;33
50;1;16;7;2;81;03/07/2019;44526;34014;2;33
54;30;0;;103;10;;44720;26735;2;33
47;30;0;;103;246;;44775;26735;2;33
33;28;0;;37;41;;45525;9612;2;33
89;1;0;;2;70;;45782;35185;2;33
65;3;0;;3;65;;46179;22092;2;33
35;29;0;;15;5;;46420;27630;2;33
40;30;0;;15;40;;46421;27630;2;33
41;30;0;;37;0;;46485;9612;2;33
43;30;0;;37;0;;46486;9612;2;33
33;30;0;;37;0;;46487;9612;2;33
100;5;0;;1;197;;47180;36205;2;33
90;2;1;1;1;365;01/07/2019;47205;36224;2;33
49;2;0;;1;177;;47406;36361;2;33
90;1;0;;1;179;;48058;36845;2;33
50;7;0;;1;0;;48433;37126;2;33
39;1;0;;2;43;;48461;37142;4;108
37;1;0;;2;148;;48516;37142;4;108
38;1;127;2;4;55;23/06/2019;2181;1884;4;58
50;1;0;;1;0;;2424;2097;4;58
65;1;0;;1;0;;3759;3260;4;58
300;1;0;;1;0;;3805;3301;4;58
45;2;38;2;2;38;04/07/2019;5157;2104;4;58
75;5;4;0;1;0;28/08/2016;7922;6805;4;58
52;1;1;0;1;363;27/09/2015;10985;9464;4;58
1800;3;5;0;2;90;09/04/2017;14382;5522;4;58
500;2;15;0;2;365;16/02/2017;15216;13000;4;58
34;30;3;0;1;0;20/03/2017;21362;17921;4;58
60;3;28;2;1;248;07/07/2019;25103;20919;4;58
40;30;2;0;1;0;17/05/2018;29209;24117;4;58
32;2;28;2;2;16;04/08/2018;29756;24535;4;58
42;1;54;3;4;66;20/04/2019;31031;16405;4;58
110;4;3;0;1;0;01/09/2018;31445;25797;4;58
40;1;18;2;1;165;29/06/2019;35571;28661;4;58
55;5;0;;3;83;;38881;29555;4;58
100;1;0;;1;89;;39429;31240;4;58
40;1;17;4;7;313;08/06/2019;41691;32669;4;58
36;1;10;2;7;313;09/06/2019;42210;32669;4;58
35;1;11;3;1;11;30/04/2019;42278;33018;4;58
30;1;7;4;1;320;28/06/2019;42383;33086;4;58
45;10;0;;1;341;;43481;33778;4;58
45;2;1;1;1;84;22/06/2019;46849;35957;4;58
110;1;1;1;1;21;20/06/2019;47568;36470;4;58
55;1;205;3;1;326;15/06/2019;3025;2607;4;103
22;5;1;0;1;0;14/01/2017;20781;17453;4;92
225;3;1;0;1;87;31/08/2017;25217;21002;4;92
30;12;2;1;12;0;13/05/2019;42192;32154;4;92
24;10;1;1;12;0;20/06/2019;43468;32154;4;92
18;9;1;1;12;0;15/06/2019;44441;32154;4;92
22;5;0;;12;0;;44442;32154;4;92
32;2;6;1;1;169;23/06/2019;36671;29414;4;142
45;4;31;0;1;0;01/06/2017;1444;1247;4;8
200;1;0;;1;365;;1709;1476;4;8
50;3;15;0;1;365;16/09/2017;2003;1733;4;8
110;3;28;0;1;34;11/04/2019;2029;1756;4;8
30;5;91;1;3;248;01/06/2019;2064;1785;4;8
35;5;110;1;4;0;03/01/2018;2449;2118;4;8
35;5;120;2;4;0;03/01/2018;2553;2118;4;8
25;5;76;1;3;258;06/06/2019;3920;1785;4;8
30;2;13;0;3;339;01/07/2019;5849;5046;4;8
29;2;102;2;3;288;01/07/2019;9309;7382;4;8
29;8;41;1;4;53;26/02/2019;11015;9493;4;8
40;1;31;1;1;0;01/01/2017;16779;14253;4;8
45;2;10;0;3;311;27/10/2017;18190;5046;4;8
30;25;15;0;4;78;10/04/2019;18435;9493;4;8
65;1;3;0;1;0;28/05/2017;18538;15698;4;8
40;4;17;1;1;0;08/10/2018;20024;16844;4;8
68;3;0;;2;0;;20312;15639;4;8
25;1;3;0;2;0;31/12/2016;20475;17205;4;8
31;4;114;4;3;0;11/10/2018;20918;17204;4;8
37;2;3;0;3;343;01/01/2019;23919;19948;4;8
37;2;0;;3;348;;23920;19948;4;8
37;2;1;0;3;138;19/08/2017;24126;19948;4;8
200;1;1;0;1;179;02/09/2017;24882;20735;4;8
45;3;7;0;2;364;02/10/2018;25453;21187;4;8
35;30;4;0;10;327;16/08/2018;28799;23181;4;8
32;30;2;0;1;0;22/08/2018;29121;24045;4;8
37;30;3;0;10;342;13/01/2019;30629;23181;4;8
32;31;4;0;10;341;16/03/2019;30630;23181;4;8
30;1;99;6;1;67;30/06/2019;30828;25337;4;8
30;1;21;2;2;0;30/09/2018;32400;18786;4;8
45;2;14;1;3;306;12/03/2019;32863;5046;4;8
38;1;12;1;34;360;08/06/2019;33398;22688;4;8
38;1;17;1;34;365;23/06/2019;33421;22688;4;8
38;3;14;1;34;365;28/06/2019;33424;22688;4;8
38;1;21;2;34;365;04/07/2019;33426;22688;4;8
60;1;2;0;1;342;15/07/2018;33554;27332;4;8
33;1;33;3;17;85;02/06/2019;33721;27460;4;8
30;2;32;3;17;85;23/06/2019;33722;27460;4;8
40;3;10;1;34;332;15/06/2019;33727;22688;4;8
36;1;18;2;34;365;01/05/2019;33729;22688;4;8
35;1;16;1;34;346;06/07/2019;33736;22688;4;8
36;3;14;1;34;361;06/05/2019;33737;22688;4;8
21;1;35;3;17;78;20/06/2019;33759;27460;4;8
30;1;32;3;17;83;21/06/2019;34071;27460;4;8
30;1;45;4;17;84;17/06/2019;34072;27460;4;8
79;2;2;0;4;90;05/05/2019;34079;27643;4;8
38;3;12;1;34;365;12/06/2019;34579;22688;4;8
37;2;10;1;34;362;22/04/2019;34581;22688;4;8
36;3;12;1;34;361;19/06/2019;34609;22688;4;8
36;1;9;1;34;365;05/05/2019;34811;22688;4;8
31;1;33;3;17;85;23/06/2019;35040;27460;4;8
36;1;15;1;34;365;01/06/2019;35242;22688;4;8
36;1;16;2;34;365;15/06/2019;35252;22688;4;8
39;1;13;1;34;365;02/07/2019;36000;22688;4;8
39;2;6;1;34;343;20/05/2019;36002;22688;4;8
39;3;13;1;34;359;09/06/2019;36006;22688;4;8
39;1;13;1;34;365;13/06/2019;36007;22688;4;8
35;1;13;2;17;89;19/05/2019;36953;27460;4;8
24;1;14;2;17;89;16/06/2019;37177;27460;4;8
32;1;17;2;17;87;24/06/2019;37178;27460;4;8
35;15;0;;14;0;;37349;27844;4;8
30;15;0;;14;0;;37350;27844;4;8
30;15;0;;14;0;;37351;27844;4;8
35;15;0;;14;0;;37352;27844;4;8
24;1;11;1;17;85;17/06/2019;37941;27460;4;8
35;1;11;2;17;89;10/06/2019;38450;27460;4;8
30;2;14;2;4;224;20/05/2019;38877;30298;4;8
725;1;0;;1;0;;38956;30911;4;8
30;2;18;3;4;192;07/07/2019;38963;30298;4;8
19;30;1;0;2;339;09/01/2019;39029;30959;4;8
75;1;15;4;1;123;23/06/2019;39526;31294;4;8
27;1;4;1;17;89;10/06/2019;40057;27460;4;8
35;1;9;2;17;88;09/06/2019;40059;27460;4;8
35;1;12;2;17;86;24/06/2019;40238;27460;4;8
20;30;0;;2;342;;40772;30959;4;8
35;1;2;1;17;49;04/06/2019;41909;27460;4;8
30;18;8;2;1;27;23/06/2019;42161;32935;4;8
28;1;5;2;17;89;08/06/2019;42217;27460;4;8
35;7;1;0;1;344;19/04/2019;42495;33157;4;8
35;1;3;1;17;77;07/06/2019;43704;27460;4;8
25;7;0;;2;88;;44600;30845;4;8
32;30;0;;10;324;;47052;23181;4;8
34;30;0;;10;341;;47272;23181;4;8
90;3;0;;1;38;;47391;36353;4;8
115;1;0;;1;89;;47403;36358;4;8
150;2;0;;1;365;;2703;2338;4;127
110;1;0;;1;0;;24678;20571;4;184
49;1;2;1;2;358;03/06/2019;44020;34113;4;184
79;1;15;0;6;180;29/09/2018;13965;2;4;78
15;10;0;;2;0;;36999;29641;4;78
47;1;0;;2;0;;17522;14835;4;40
33;1;73;2;2;365;01/07/2019;9968;8574;4;113
50;30;8;0;1;179;06/06/2018;28545;23583;4;113
25;3;8;1;4;88;02/01/2019;34838;28163;4;113
30;5;7;1;8;365;14/06/2019;35844;28656;4;113
31;5;7;1;8;365;29/06/2019;36133;28656;4;113
35;1;0;;10;352;;36360;22051;4;113
38;1;7;1;7;365;17/05/2019;37013;26406;4;113
40;3;2;1;4;50;08/04/2019;39808;28163;4;113
35;2;1;0;4;87;30/12/2018;39984;28163;4;113
50;3;1;0;1;177;13/03/2019;42371;33078;4;113
30;5;0;;8;365;;45311;28656;4;113
30;5;2;2;8;333;27/06/2019;46570;28656;4;113
35;1;0;;4;362;;48293;37024;4;113
30;1;0;;4;365;;48338;37024;4;113
35;1;0;;4;365;;48343;37024;4;113
35;1;0;;4;174;;48344;37024;4;113
73;1;2;0;1;90;20/05/2019;33268;27126;4;96
30;1;10;4;9;361;11/06/2019;43465;27364;4;96
99;2;0;;1;365;;46748;35892;4;96
50;1;1;0;1;0;09/10/2016;18729;15840;4;84
35;1;34;1;3;343;01/06/2019;19059;16092;4;84
50;1;1;0;4;1;13/09/2017;22053;18329;4;84
100;3;9;1;1;85;07/07/2019;33839;27530;4;84
100;1;4;1;2;365;09/06/2019;37071;29693;4;84
50;1;0;;3;365;;38161;16092;4;84
30;1;1;1;2;364;23/06/2019;40153;29693;4;84
57;1;4;4;1;340;30/06/2019;47018;36085;4;138
95;1;0;;1;0;;6688;5767;4;23
45;1;1;0;1;0;05/05/2015;8011;6887;4;23
44;5;27;1;2;0;14/08/2018;8337;7167;4;23
50;1;9;0;5;365;05/05/2019;8694;4516;4;23
54;5;73;2;2;0;05/10/2018;10495;7167;4;23
50;1;5;0;5;365;25/06/2019;10821;4516;4;23
75;1;25;1;1;155;07/03/2017;16168;13764;4;23
28;1;117;5;4;118;23/05/2019;19748;16612;4;23
60;1;0;;1;0;;19914;16753;4;23
28;1;103;4;4;133;01/05/2019;20446;16612;4;23
25;1;105;4;7;82;12/06/2019;23349;11132;4;23
29;1;124;5;7;73;18/06/2019;23573;11132;4;23
50;1;24;1;7;0;28/10/2018;23708;11132;4;23
34;2;83;3;1;192;14/06/2019;24323;20279;4;23
34;30;2;0;5;365;23/05/2018;25606;21309;4;23
85;1;0;;1;0;;26053;21648;4;23
35;30;0;;8;312;;26771;22186;4;23
0;30;2;0;6;333;22/06/2019;26843;22243;4;23
29;30;2;0;6;324;19/12/2018;26846;22246;4;23
0;30;5;0;6;139;24/05/2019;26868;22243;4;23
42;2;13;1;2;365;14/04/2019;27250;3629;4;23
28;30;5;0;5;281;27/10/2018;27499;21309;4;23
30;30;5;0;5;365;04/10/2018;27501;21309;4;23
30;30;2;0;8;325;31/03/2018;27502;22186;4;23
20;1;0;;2;0;;27682;22878;4;23
43;3;32;2;3;104;16/06/2019;27904;23063;4;23
32;30;3;0;6;365;31/08/2018;28761;22243;4;23
15;30;3;0;5;344;14/07/2018;28843;21309;4;23
29;30;1;0;8;334;11/12/2018;29122;22186;4;23
29;1;3;0;1;0;01/04/2018;30308;24968;4;23
50;1;0;;1;0;;30523;25131;4;23
30;3;8;1;2;0;30/07/2018;32523;12114;4;23
47;1;9;1;2;365;01/07/2019;33483;27277;4;23
25;4;14;2;5;62;05/06/2019;36555;29331;4;23
25;4;17;2;5;80;23/06/2019;36557;29331;4;23
25;4;27;3;5;49;18/06/2019;36674;29331;4;23
42;2;5;1;1;0;01/01/2019;37646;30100;4;23
95;1;0;;1;0;;37677;30124;4;23
32;30;0;;6;342;;39818;22246;4;23
32;30;0;;6;330;;39821;22246;4;23
40;30;0;;6;365;;39823;22246;4;23
40;30;0;;6;365;;39824;22246;4;23
32;30;0;;8;365;;39862;22186;4;23
32;30;0;;8;355;;39864;22186;4;23
40;30;0;;8;276;;39865;22186;4;23
40;30;0;;8;365;;39866;22186;4;23
40;4;0;;1;0;;40482;31943;4;23
30;1;11;2;1;157;16/06/2019;41789;32731;4;23
35;30;0;;14;341;;42480;33150;4;23
45;30;0;;14;364;;42481;33150;4;23
35;30;1;0;14;341;15/03/2019;42599;33150;4;23
35;30;1;0;14;341;14/04/2019;42625;33150;4;23
35;30;0;;14;341;;42630;33150;4;23
35;30;0;;14;333;;42646;33150;4;23
35;30;0;;14;311;;42920;33150;4;23
35;30;0;;4;0;;42947;33467;4;23
35;30;0;;4;0;;42948;33467;4;23
28;1;8;3;4;41;17/06/2019;43817;16612;4;23
28;1;4;2;4;53;24/06/2019;43822;16612;4;23
25;4;0;;5;340;;46337;29331;4;23
25;4;0;;5;346;;46341;29331;4;23
35;30;0;;14;320;;46906;33150;4;23
49;30;0;;3;365;;47212;36230;4;23
32;30;0;;3;330;;47262;36230;4;23
45;30;0;;5;302;;47265;36232;4;23
31;30;0;;6;333;;47269;22243;4;23
35;30;0;;5;357;;47270;36232;4;23
39;1;0;;6;28;;48143;36236;4;23
40;2;4;0;2;3;27/12/2017;20125;12347;4;102
50;1;61;1;2;0;07/05/2017;1177;457;4;16
85;2;65;1;4;171;23/06/2019;4219;3662;4;16
70;2;126;3;1;309;29/06/2019;6057;5225;4;16
200;1;0;;1;0;;10425;8990;4;16
46;1;0;;1;0;;13869;11909;4;16
75;2;9;0;1;231;24/06/2019;16549;14059;4;16
337;27;0;;1;365;;22174;18551;4;16
250;1;0;;1;0;;24391;20336;4;16
85;2;22;2;4;365;23/06/2019;35063;3662;4;16
180;1;0;;1;0;;41732;32702;4;16
65;1;19;4;1;208;30/06/2019;42034;32868;4;16
450;1;0;;1;89;;45688;35124;4;16
67;1;0;;3;323;;48376;37084;4;16
75;2;0;;3;336;;48588;37084;4;16
75;1;0;;3;352;;48731;37084;4;16
70;1;88;5;1;55;29/06/2019;14618;12552;4;11
53;1;7;3;1;58;26/06/2019;43656;33897;4;11
45;1;7;0;7;365;01/07/2019;5870;228;4;59
40;1;26;2;1;141;23/06/2019;31660;25937;4;59
95;3;0;;7;37;;35234;27388;4;91
75;2;1;0;7;37;04/09/2018;35267;27388;4;91
75;2;0;;7;37;;35270;27388;4;91
150;2;2;0;7;312;04/11/2018;36329;27388;4;91
40;5;8;0;1;0;25/02/2015;4135;3588;4;5
99;3;0;;1;0;;11543;9944;4;5
50;1;197;7;2;19;22/06/2019;20949;6619;4;5
50;4;15;1;2;0;27/08/2018;29041;4269;4;5
45;2;4;0;1;0;13/08/2018;32710;26726;4;5
37;1;4;4;6;344;29/06/2019;47161;36191;4;5
45;1;0;;6;345;;47774;36191;4;5
40;1;3;3;6;350;06/07/2019;47955;36191;4;5
35;1;0;;6;345;;48574;36191;4;5
29;1;0;;7;2;;43411;16905;4;112
30;4;1;1;7;68;01/06/2019;46094;20337;4;112
30;2;0;;4;82;;48323;11919;4;112
60;1;2;0;1;0;21/09/2017;25727;21403;4;74
45;1;0;;1;0;;26077;21666;4;74
50;2;1;0;1;0;18/12/2016;20626;17324;4;195
29;18;1;0;10;221;15/02/2019;39154;27252;4;195
25;3;2;1;10;0;11/06/2019;43073;27252;4;195
25;5;1;1;10;129;31/05/2019;44803;27252;4;195
37;1;34;1;4;362;21/09/2018;11130;9598;4;164
40;1;39;1;4;351;01/07/2019;11297;9598;4;164
27;2;13;0;2;361;21/06/2019;17352;14716;4;164
27;1;16;1;6;364;28/06/2019;18415;15600;4;164
27;2;16;0;2;365;07/06/2019;18721;14716;4;164
37;1;18;1;6;365;03/07/2019;24663;15600;4;164
37;1;26;1;6;365;30/06/2019;25003;15600;4;164
45;1;18;1;6;365;30/06/2019;25437;15600;4;164
45;1;16;1;6;365;29/06/2019;25529;15600;4;164
37;1;6;0;6;361;27/05/2019;26932;15600;4;164
45;1;8;1;4;347;28/09/2018;28535;9598;4;164
25;2;15;2;6;330;27/06/2019;35988;28959;4;164
26;2;21;3;6;352;01/07/2019;35989;28959;4;164
40;2;10;1;6;356;09/06/2019;36520;28959;4;164
30;2;6;1;6;365;02/07/2019;37671;28959;4;164
23;1;8;2;6;308;03/06/2019;41932;28959;4;164
25;2;10;3;8;344;03/07/2019;43613;33864;4;164
24;1;4;2;8;346;04/05/2019;43880;33864;4;164
24;1;3;1;8;332;12/05/2019;43885;33864;4;164
25;1;12;6;8;351;07/07/2019;44802;33864;4;164
28;1;0;;8;357;;45920;33864;4;164
25;2;1;1;8;346;15/06/2019;46192;33864;4;164
29;1;1;1;8;343;19/06/2019;46193;33864;4;164
25;1;2;2;8;351;20/06/2019;46197;33864;4;164
48;1;146;2;1;0;06/07/2019;3706;3213;4;17
45;4;11;0;2;0;16/11/2015;4124;3579;4;17
70;2;2;0;1;0;25/08/2015;7397;6377;4;17
45;1;1;0;2;0;11/11/2015;11470;9885;4;17
75;1;2;0;1;318;06/04/2019;13191;11355;4;17
35;1;0;;1;0;;13502;11613;4;17
20;1;0;;1;0;;15678;13381;4;17
70;1;0;;1;0;;17376;14737;4;17
50;1;55;2;3;60;30/06/2019;18276;15488;4;17
100;2;0;;1;364;;20329;17084;4;17
59;1;44;2;1;90;30/06/2019;24370;20316;4;17
60;2;13;1;1;0;09/09/2018;27082;22416;4;17
29;2;4;0;3;1;18/05/2018;28390;3877;4;17
25;2;13;1;1;81;30/04/2019;30548;25152;4;17
149;1;0;;2;363;;35970;28944;4;17
46;2;0;;1;0;;38169;30475;4;17
25;2;1;0;5;29;20/02/2019;41572;16954;4;17
26;15;2;1;2;23;31/05/2019;41657;32653;4;17
26;20;2;1;2;49;13/05/2019;41658;32653;4;17
25;2;1;1;3;167;28/05/2019;43904;34040;4;17
45;2;0;;3;179;;43907;34040;4;17
24;5;7;3;4;14;01/07/2019;44548;18422;4;17
45;2;0;;3;365;;44598;34040;4;17
50;1;0;;1;314;;47650;36538;4;17
80;1;0;;2;365;;48572;28944;4;17
25;1;64;2;6;0;03/06/2019;19843;16695;4;86
19;2;76;2;6;120;20/06/2019;19924;16695;4;86
49;2;32;2;3;5;06/07/2019;28275;23360;4;86
75;1;25;2;1;270;30/06/2019;30224;24899;4;86
25;4;19;2;6;16;26/06/2019;35464;16695;4;86
25;1;26;3;6;23;30/06/2019;35466;16695;4;86
25;1;25;3;6;2;19/06/2019;35469;16695;4;86
22;1;14;0;2;0;12/12/2016;14023;12043;4;51
100;1;1;0;1;0;23/05/2016;16144;13745;4;51
39;5;1;1;2;89;01/06/2019;37786;30198;4;137
38;1;224;8;5;80;06/07/2019;22070;6117;4;105
